617966211,2652708987
1523649716,1890422124
1409206216,1583705720
843318450,509074078
3076459908,2396489472
395388285,1771339417
320071920,205890336
3143051906,25606670
1663363584,908147344
3442762221,1556840489
3719974635,699525795
2275087323,3194351027
2459015849,2360754333
3797647183,2010801679
3609952942,4152709778
838873202,1195158366
3979224005,3275789089
2840833776,3700496672
3315935575,591790007
1551736345,3365897133
3528046508,3300816228
2495011826,2621346526
2541826827,776531651
2216471363,1683379515
598607952,2396489472
3418165135,1546637391
2529412083,454085387
1489035549,1264398905
1563455254,3418782618
2658083589,3436462433
1738338041,3526486541
2467967826,3661387068
3563868667,2284787283
461595545,1523832109
1646437399,3705817207
595108252,671806388
2000295559,2209918983
1183436451,3824105627
859780267,4049631843
3007133316,4104185692
2139363611,744594675
1658784563,3096702027
855168139,3108830275
288411554,3425386926
405677814,3650930298
1905598698,2888557110
788178929,2679249093
1609056795,2451262963
3878366039,951095735
406461158,3977735242
1167468626,3927722942
4245865861,1820235745
2675361166,3592538738
1161469972,4082225868
23371658,2551157718
2014892510,1428297954
1008128453,1799762209
2570477205,2458213969
2748801589,438098033
706172244,4252909580
2002547233,2213355989
834262328,1754714824
162561147,3337692349
4207509907,2450788523
3551326236,3425386926
2860991074,2244851822
2938480696,247725512
1906147653,3523296417
987673306,2946784966
344235611,2978966579
3431277734,1048183818
1077019636,960810156
3871884143,1683379515
3974407819,2866798147
806159697,2360754333
1528281896,1168162263
2635532173,3142289711
3674673997,3800201097
254337357,1427256713
1172098417,2172504645
1171887445,124408337
3335686050,469285294
848860060,1354429876
781192741,3708227201
2402480669,2896038713
3097973565,11551321
2898218424,3722653512
2748258257,1570042021
1171147302,2779035018
1545231802,3201496230
624891305,3047969693
2889515627,3673922083
2997472817,1774574192
2856365672,2030760728
1618208178,2077819806
711234314,3511092054
3102670337,2224838837
3744057135,3078487919
2717805783,588594999
2682205016,3643424744
1537607344,3350417888
509594246,2846385770
494941759,4071163871
2117683199,4267945040
3865257976,2848615171
1145640183,3016987351
2675184851,4293542123
2422968039,11612903
3523746922,201365942
2078097559,862848869
1172413778,2726471870
